8,12,81,1
8,12,82,1
8,12,83,1
8,12,84,1
8,12,85,1
8,12,86,1
8,12,87,1
8,12,88,1
8,12,89,1
8,12,90,1
8,12,91,1
8,12,92,1
8,12,93,1
8,12,94,1
8,12,95,1
8,12,96,1
8,12,97,1
8,12,98,1
8,12,99,1
8,12,100,1
8,13,50,1
8,13,51,1
8,13,52,1
8,13,53,1
8,13,54,1
8,13,55,1
8,13,56,1
8,13,57,1
8,13,58,1
8,13,59,1
8,13,60,1
8,13,61,1
8,13,62,1
8,13,63,1
8,13,64,1
8,13,65,1
8,13,66,1
8,13,67,1
8,13,68,1
8,13,69,1
8,13,70,1
8,13,71,1
8,13,72,1
8,13,73,1
8,13,74,1
8,13,75,1
8,13,76,1
8,13,77,1
8,13,78,1
8,13,79,1
8,13,80,1
8,13,81,1
8,13,82,1
8,13,83,1
8,13,84,1
8,13,85,1
8,13,86,1
8,13,87,1
8,13,88,1
8,13,89,1
8,13,90,1
8,13,91,1
8,13,92,1
8,13,93,1
8,13,94,1
8,13,95,1
8,13,96,1
8,13,97,1
8,13,98,1
8,13,99,1
8,13,100,1
8,14,50,1
8,14,51,1
8,14,52,1
8,14,53,1
8,14,54,1
8,14,55,1
8,14,56,1
8,14,57,1
8,14,58,1
8,14,59,1
8,14,60,1
8,14,61,1
8,14,62,1
8,14,63,1
8,14,64,1
8,14,65,1
8,14,66,1
8,14,67,1
8,14,68,1
8,14,69,1
8,14,70,1
8,14,71,1
8,14,72,1
8,14,73,1
8,14,74,1
8,14,75,1
8,14,76,1
8,14,77,1
8,14,78,1
8,14,79,1
8,14,80,1
8,14,81,1
8,14,82,1
8,14,83,1
8,14,84,1
8,14,85,1
8,14,86,1
8,14,87,1
8,14,88,1
8,14,89,1
8,14,90,1
8,14,91,1
8,14,92,1
8,14,93,1
8,14,94,1
8,14,95,1
8,14,96,1
8,14,97,1
8,14,98,1
8,14,99,1
8,14,100,1
8,15,50,1
8,15,51,1
8,15,52,1
8,15,53,1
8,15,54,1
8,15,55,1
8,15,56,1
8,15,57,1
8,15,58,1
8,15,59,1
8,15,60,1
8,15,61,1
8,15,62,1
8,15,63,1
8,15,64,1
8,15,65,1
8,15,66,1
8,15,67,1
8,15,68,1
8,15,69,1
8,15,70,1
8,15,71,1
8,15,72,1
8,15,73,1
8,15,74,1
8,15,75,1
8,15,76,1
8,15,77,1
8,15,78,1
8,15,79,1
8,15,80,1
8,15,81,1
8,15,82,1
8,15,83,1
8,15,84,1
8,15,85,1
8,15,86,1
8,15,87,1
8,15,88,1
8,15,89,1
8,15,90,1
8,15,91,1
8,15,92,1
8,15,93,1
8,15,94,1
8,15,95,1
8,15,96,1
8,15,97,1
8,15,98,1
8,15,99,1
8,15,100,1
8,16,50,1
8,16,51,1
8,16,52,1
8,16,53,1
8,16,54,1
8,16,55,1
8,16,56,1
8,16,57,1
8,16,58,1
8,16,59,1
8,16,60,1
8,16,61,1
8,16,62,1
8,16,63,1
8,16,64,1
8,16,65,1
8,16,66,1
8,16,67,1
8,16,68,1
8,16,69,1
8,16,70,1
8,16,71,1
8,16,72,1
8,16,73,1
8,16,74,1
8,16,75,1
8,16,76,1
8,16,77,1
8,16,78,1
8,16,79,1
8,16,80,1
8,16,81,1
8,16,82,1
8,16,83,1
8,16,84,1
8,16,85,1
8,16,86,1
8,16,87,1
8,16,88,1
8,16,89,1
8,16,90,1
8,16,91,1
8,16,92,1
8,16,93,1
8,16,94,1
8,16,95,1
8,16,96,1
8,16,97,1
8,16,98,1
8,16,99,1
8,16,100,1
8,17,50,1
8,17,51,1
8,17,52,1
8,17,53,1
8,17,54,1
8,17,55,1
8,17,56,1
8,17,57,1
8,17,58,1
8,17,59,1
8,17,60,1
8,17,61,1
8,17,62,1
8,17,63,1
8,17,64,1
8,17,65,1
8,17,66,1
8,17,67,1
8,17,68,1
8,17,69,1
8,17,70,1
8,17,71,1
8,17,72,1
8,17,73,1
8,17,74,1
8,17,75,1
8,17,76,1
8,17,77,1
8,17,78,1
8,17,79,1
8,17,80,1
8,17,81,1
8,17,82,1
8,17,83,1
8,17,84,1
8,17,85,1
8,17,86,1
8,17,87,1
8,17,88,1
8,17,89,1
8,17,90,1
8,17,91,1
